Country Name,City Name,Overall AQI,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Volatile_Organic_Compounds ,Sulfur_Dioxide,Emissions,Overall AQI Level
Netherlands,Goedereede,35,0,Good,35,Good,2,GO,32,Good,91.66542532,4.970672244,Good,Good
Germany,Winnenden,65,1,Good,56,Moderate,0,GO,65,Moderate,152.9471102,-4.946426832,Moderate,Moderate
Finland,Kokkola,29,1,Good,29,Good,2,,18,Good,38.53449836,2.172140907,Good,Good
United States of America,Sevierville,53,1,Good,53,Moderate,0,,12,Good,33.30269513,-0.17507912,Moderate,Moderate
Russian Federation,Mayskiy,39,1,Good,39,Good,1,GO,38,Good,104.2935071,-1.407988695,Good,Good
Brazil,Sao Miguel Do Iguacu,21,1,Good,13,Good,0,GO,21,Good,59.24311004,-0.776599428,Good,Good
Germany,Bitterfeld,46,1,Good,46,Good,0,GO,44,Good,136.5492868,5.922789337,Good,Good
Iran (Islamic Republic of),Piranshahr,56,1,Good,45,Good,0,GO,56,Moderate,152.4473827,0.184340333,Good,Moderate
Russian Federation,Enem,45,1,Good,42,Good,4,GO,45,Good,125.6531689,6.546219336,Good,Good
United States of America,North New Hyde Park,58,1001.368367,Good,46,Good,5,GO,58,Moderate,159.0291655,10.54262499,Good,Moderate
Russian Federation,Maykop,57,1,Good,38,Good,1,GO,57,Moderate,150.3158341,-0.379667006,Good,Moderate
Portugal,Gulpilhares,41,0,Good,41,Good,0,GO,20,Good,64.91092877,7.011409012,Good,Good
United Republic of Tanzania,Kitama,28,0,Good,21,Good,0,GO,28,Good,76.94774006,4.448348794,Good,Good
India,Kulpahar,168,3,Good,125,Unhealthy for Sensitive Groups,2,,168,Unhealthy,433.3849077,9.079849716,Unhealthy for Sensitive Groups,Unhealthy
United Republic of Tanzania,Shinyanga,22,0,Good,,Good,0,GO,22,Good,46.8580047,5.270467244,Good,Good
Poland,Mosina,35,1,Good,29,Good,1,GO,35,Good,97.29187531,5.879110062,Good,Good
Estonia,Kohtla Jarve,35,1,Good,35,Good,0,GO,19,Good,31.47694609,-7.468607142,Good,Good
India,Deoband,162,3,Good,162,Unhealthy,1,GO,152,Unhealthy,391.5689871,3.736292677,Unhealthy,Unhealthy
Venezuela (Bolivarian Republic of),Punto Fijo,84,1,Good,28,Good,0,GO,84,Moderate,209.8174736,-1.548251026,Good,Moderate
Bangladesh,Khagrachari,57,1,Good,37,Good,0,GO,57,Moderate,131.617729,1.782374185,Good,Moderate
Brazil,Marilia,22,1,Good,,Good,1,GO,22,Good,78.49362141,8.538650564,Good,Good
Kenya,Karuri,76,2,Good,29,Good,1,GO,76,Moderate,181.751387,13.21758536,Good,Moderate
Japan,Marugame,55,1,Good,32,Good,5,GO,55,Moderate,153.3005606,3.473828908,Good,Moderate
India,Arani,61,0,Good,26,Good,0,GO,61,Moderate,172.8287336,3.081279178,Good,Moderate
Philippines,Pasil,42,1,Good,16,Good,4,GO,42,Good,105.8548378,7.996501761,Good,Good
Indonesia,Jombang,113,2,Good,84,Moderate,1,GO,113,Unhealthy for Sensitive Groups,278.3198094,2.223027933,Moderate,Unhealthy for Sensitive Groups
Brazil,Teresina,27,1001.368367,Good,12,Good,1,GO,27,Good,71.79094637,7.213467554,Good,Good
Russian Federation,Chunskiy,40,1,Good,37,Good,0,GO,40,Good,110.1060069,-2.24979962,Good,Good
United Republic of Tanzania,Lupiro,33,0,Good,12,Good,0,,33,Good,82.6129803,8.271569163,Good,Good
India,Mohan,169,4,Good,141,Unhealthy for Sensitive Groups,1,GO,169,Unhealthy,428.6126852,1.411289106,Unhealthy for Sensitive Groups,Unhealthy
France,Marly,54,1,Good,42,Good,1,GO,54,Moderate,126.4248246,6.597455646,Good,Moderate
France,Velizy Villacoublay,70,2,Good,27,Good,6,GO,70,Moderate,183.6254309,13.0333767,Good,Moderate
Brazil,Pedreiras,53,2,Good,1,Good,2,,53,Moderate,130.4064109,7.766485611,Good,Moderate
United States of America,Ecorse,51,1,Good,,Good,9,,51,Moderate,150.4768653,13.28803094,Good,Moderate
India,Sancoale,57,1,Good,19,Good,2,GO,57,Moderate,138.0906405,15.03428418,Good,Moderate
Nigeria,Shagamu,217,12,Good,14,Good,14,GO,217,Very Unhealthy,552.1019768,25.76781957,Good,Very Unhealthy
Brazil,Lauro Muller,28,1001.368367,Good,,Good,3,GO,28,Good,66.50279079,4.203769333,Good,Good
United States of America,Fairfield,42,1,Good,28,Good,8,GO,42,Good,112.1380879,13.51994157,Good,Good
Belgium,Berlare,49,1,Good,37,Good,2,GO,49,Good,140.0593704,5.230835255,Good,Good
,Arukutti,88,1,Good,24,Good,1,GO,88,Moderate,210.487737,-3.581389582,Good,Moderate
Russian Federation,Severodvinsk,27,1,Good,27,Good,0,GO,8,Good,19.4540676,10.58890033,Good,Good
Ireland,Cobh,24,0,Good,,Good,1,GO,16,Good,45.21003842,2.979222833,Good,Good
Croatia,Vinkovci,67,1,Good,67,Moderate,0,GO,52,Moderate,136.5875605,6.892798644,Moderate,Moderate
Russian Federation,Bodaybo,33,1001.368367,Good,18,Good,1,GO,33,Good,90.93554577,6.155715407,Good,Good
Brazil,Alianca,25,0,Good,25,Good,0,GO,20,Good,52.53937512,0.731907605,Good,Good
South Africa,De Aar,21,1,Good,16,Good,1,GO,21,Good,47.11860715,-0.196753959,Good,Good
United States of America,Pascagoula,52,0,Good,29,Good,2,GO,52,Moderate,123.4538143,6.272226849,Good,Moderate
Mexico,Zapotlanejo,56,1,Good,,Good,4,GO,56,Moderate,148.3660143,7.172109075,Good,Moderate
Sri Lanka,Kegalla,60,1,Good,,Good,1,GO,60,Moderate,149.6639969,1.800947527,Good,Moderate
Guatemala,San Pedro Carcha,73,3,Good,2,Good,6,,73,Moderate,194.6793139,5.976156419,Good,Moderate
Mexico,San Jose Del Castillo,67,1,Good,17,Good,5,,67,Moderate,163.1540611,4.857563411,Good,Moderate
Netherlands,Zuidhorn,30,1,Good,30,Good,3,GO,27,Good,61.66798317,16.71138328,Good,Good
Côte d'Ivoire,Ndouci,40,1,Good,17,Good,0,GO,40,Good,99.0835636,3.851193135,Good,Good
Germany,Teningen,31,1,Good,31,Good,1,GO,31,Good,88.05512646,2.572988037,Good,Good
India,Ramjibanpur,189,1,Good,85,Moderate,1,GO,189,Unhealthy,484.2618827,2.011424814,Moderate,Unhealthy
Germany,Feuchtwangen,55,1,Good,29,Good,3,GO,55,Moderate,154.0499756,-0.92578576,Good,Moderate
Austria,Krems,60,1,Good,40,Good,1,GO,60,Moderate,152.339833,7.483779788,Good,Moderate
India,Muzaffarpur,159,4,Good,128,Unhealthy for Sensitive Groups,1,GO,159,Unhealthy,394.0756737,0.297265921,Unhealthy for Sensitive Groups,Unhealthy
Poland,Pszow,68,1,Good,45,Good,0,GO,68,Moderate,167.6380292,-1.903754834,Good,Moderate
India,Bhander,166,3,Good,140,Unhealthy for Sensitive Groups,0,GO,166,Unhealthy,415.7624032,-4.099073396,Unhealthy for Sensitive Groups,Unhealthy
Madagascar,Soanierana Ivongo,24,0,Good,24,Good,0,GO,11,Good,42.79566924,-4.579537003,Good,Good
Colombia,Paz De Ariporo,32,1,Good,,Good,1,GO,32,Good,78.35299095,10.25231362,Good,Good
India,Sitapur,188,4,Good,188,Unhealthy,1,GO,185,Unhealthy,469.7818729,5.287702703,Unhealthy,Unhealthy
Iran (Islamic Republic of),Langarud,141,1,Good,41,Good,1,GO,141,Unhealthy for Sensitive Groups,359.109755,1.137670445,Good,Unhealthy for Sensitive Groups
Japan,Miyoshi,44,1,Good,44,Good,0,GO,35,Good,89.9118633,2.684810553,Good,Good
Malaysia,Sungai Siput Utara,57,1,Good,42,Good,1,GO,57,Moderate,126.7551365,0.369588553,Good,Moderate
Mongolia,Ulaanbaatar,44,1,Good,30,Good,0,GO,44,Good,110.0967156,1.149174613,Good,Good
Benin,Cotonou,71,1,Good,24,Good,0,GO,71,Moderate,155.2754586,2.33236494,Good,Moderate
Brazil,Estancia Velha,55,1,Good,13,Good,4,GO,55,Moderate,128.1245422,6.7386816,Good,Moderate
Indonesia,Kedungwaru,51,1,Good,30,Good,0,GO,51,Moderate,114.3569188,2.622866768,Good,Moderate
India,Harpanahalli,50,1,Good,17,Good,3,GO,50,Good,134.9444092,10.42069054,Good,Good
Netherlands,Didam,30,1,Good,30,Good,2,,21,Good,70.51741289,5.566177032,Good,Good
United States of America,Alexander City,79,1,Good,27,Good,3,GO,79,Moderate,194.3687591,11.17880925,Good,Moderate
China,Lasa,25,0,Good,25,Good,0,GO,12,Good,30.91924627,7.522772625,Good,Good
India,Bhainsa,173,2,Good,,Good,5,GO,173,Unhealthy,422.7334278,16.12322821,Good,Unhealthy
Bolivia (Plurinational State of),Uyuni,12,0,Good,10,Good,0,GO,12,Good,37.0541327,-4.363635416,Good,Good
Uganda,Njeru,152,1001.368367,Good,14,Good,4,GO,152,Unhealthy,379.8668691,12.98257302,Good,Unhealthy
Russian Federation,Nadvoitsy,28,1,Good,,Good,0,,9,Good,18.64264399,-1.118486303,Good,Good
United Kingdom of Great Britain and Northern Ireland,Leyland,35,1,Good,35,Good,3,GO,18,Good,53.514799,4.968516947,Good,Good
Indonesia,Randudongkal,188,11,Good,8,Good,26,,188,Unhealthy,488.7479797,44.70933007,Good,Unhealthy
Pakistan,Mangla,244,2,Good,120,Unhealthy for Sensitive Groups,1,GO,244,Very Unhealthy,626.7066163,9.129825342,Unhealthy for Sensitive Groups,Very Unhealthy
Colombia,Quibdo,17,1,Good,17,Good,0,GO,11,Good,20.96307719,2.118964229,Good,Good
Italy,Baronissi,56,1,Good,56,Moderate,1,GO,38,Good,79.56231298,6.474980177,Moderate,Moderate
United States of America,Chanhassen,54,1001.368367,Good,32,Good,5,GO,54,Moderate,141.1586076,6.418674733,Good,Moderate
United States of America,Central Falls,47,1,Good,,Good,5,GO,47,Good,127.1496165,12.66248694,Good,Good
France,Cran Gevrier,61,1,Good,43,Good,0,GO,61,Moderate,159.7775392,6.229247005,Good,Moderate
Chile,Coronel,66,2,Good,10,Good,8,,66,Moderate,177.0266,25.95824092,Good,Moderate
Belgium,Veurne,31,0,Good,31,Good,1,GO,30,Good,91.77570414,1.293603707,Good,Good
Serbia,Pec,95,1,Good,39,Good,0,GO,95,Moderate,236.4252771,5.194622334,Good,Moderate
Serbia,Trstenik,69,1,Good,,Good,0,GO,69,Moderate,184.9431464,3.450135066,Good,Moderate
United States of America,Olney,55,2,Good,24,Good,13,,55,Moderate,151.5267814,23.48917185,Good,Moderate
France,Trappes,46,1,Good,19,Good,4,GO,46,Good,102.731968,6.371868502,Good,Good
United Kingdom of Great Britain and Northern Ireland,Buckhaven,27,1,Good,27,Good,1,GO,16,Good,65.99752548,10.79010646,Good,Good
Venezuela (Bolivarian Republic of),Acarigua,45,1,Good,19,Good,0,GO,45,Good,130.9225353,0.549482808,Good,Good
Germany,Nordhausen,36,1,Good,36,Good,1,GO,32,Good,81.35357946,5.317949386,Good,Good
France,Dole,55,1,Good,30,Good,1,GO,55,Moderate,152.4558151,-4.284682187,Good,Moderate
Nigeria,Zaria,78,2,Good,43,Good,0,GO,78,Moderate,196.89855,-0.642091795,Good,Moderate
Spain,Orihuela,39,1,Good,39,Good,0,GO,38,Good,105.0124909,-1.58766678,Good,Good
South Africa,Kokstad,125,4,Good,,Good,2,GO,125,Unhealthy for Sensitive Groups,318.8673266,9.693344591,Good,Unhealthy for Sensitive Groups
India,Vyara,109,1,Good,27,Good,1,GO,109,Unhealthy for Sensitive Groups,280.8614496,1.728974994,Good,Unhealthy for Sensitive Groups
India,Sirsaganj,173,4,Good,57,Moderate,7,GO,173,Unhealthy,426.3393582,14.27682227,Moderate,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Redditch,48,1,Good,6,Good,9,GO,48,Good,139.8464186,24.06721458,Good,Good
Brazil,Maragogipe,44,1,Good,10,Good,3,GO,44,Good,108.1501282,9.598890289,Good,Good
Mexico,Frontera,106,3,Good,20,Good,4,,106,Unhealthy for Sensitive Groups,271.6769153,3.572091304,Good,Unhealthy for Sensitive Groups
Cuba,Pinar Del Rio,38,0,Good,38,Good,0,GO,17,Good,29.45397091,2.028401081,Good,Good
Indonesia,Ciparay,91,2,Good,52,Moderate,1,GO,91,Moderate,241.0958487,-2.395859416,Moderate,Moderate
China,Jining,158,6,Good,105,Unhealthy for Sensitive Groups,15,GO,158,Unhealthy,398.042083,26.48203705,Unhealthy for Sensitive Groups,Unhealthy
Italy,Mottola,58,1,Good,45,Good,2,GO,58,Moderate,149.2060362,1.871922211,Good,Moderate
Portugal,Guarda,32,1,Good,25,Good,1,GO,32,Good,98.80091354,5.227434716,Good,Good
United States of America,Savage,50,1,Good,40,Good,4,GO,50,Good,91.63344452,13.99711779,Good,Good
France,Chalon Sur Saone,32,1,Good,32,Good,1,GO,20,Good,61.29628842,0.962058225,Good,Good
Ecuador,Pedro Carbo,58,1,Good,24,Good,1,GO,58,Moderate,165.6779151,8.282520915,Good,Moderate
China,Shishou,152,3,Good,152,Unhealthy,2,GO,91,Moderate,239.9698084,4.382288748,Unhealthy,Unhealthy
Greece,Thermi,63,1,Good,,Good,0,GO,63,Moderate,172.571572,7.56507222,Good,Moderate
United States of America,Madison,45,1,Good,41,Good,10,GO,45,Good,127.349501,24.63477856,Good,Good
Russian Federation,Abaza,30,1,Good,,Good,0,GO,15,Good,54.11878303,2.449170611,Good,Good
India,Tindwari,174,4,Good,96,Moderate,5,,174,Unhealthy,438.4176986,6.007819351,Moderate,Unhealthy
Bulgaria,Pernik,53,1,Good,,Good,0,GO,53,Moderate,140.8406936,4.565082289,Good,Moderate
United States of America,Hartselle,52,1,Good,52,Moderate,1,GO,49,Good,135.6786642,-2.059506348,Moderate,Moderate
Brazil,Urupes,55,1,Good,7,Good,1,GO,55,Moderate,154.0742195,9.895579944,Good,Moderate
India,Punjai Puliyampatti,46,0,Good,25,Good,0,GO,46,Good,114.9380252,1.699541612,Good,Good
Australia,Hervey Bay,36,0,Good,36,Good,0,GO,17,Good,60.88379904,-4.574555307,Good,Good
Brazil,Cruz Alta,20,1,Good,9,Good,2,GO,20,Good,61.85857819,-1.149905585,Good,Good
Indonesia,Sukabumi,97,2,Good,67,Moderate,1,GO,97,Moderate,247.1865885,3.004046701,Moderate,Moderate
Germany,Bohl Iggelheim,54,1,Good,35,Good,3,GO,54,Moderate,155.7414679,3.000150302,Good,Moderate
China,Hebi,184,6,Good,,Unhealthy,13,GO,163,Unhealthy,399.6691456,21.11607428,Unhealthy,Unhealthy
Germany,Delmenhorst,67,1,Good,31,Good,5,GO,67,Moderate,176.7406686,8.847453552,Good,Moderate
Colombia,Ubate,53,1,Good,,Good,3,,53,Moderate,137.9600275,12.72707815,Good,Moderate
United States of America,Fort Wayne,35,1,Good,31,Good,4,GO,35,Good,107.4370976,20.21622881,Good,Good
India,Lala,87,1,Good,36,Good,0,,87,Moderate,221.5470447,-2.513098957,Good,Moderate
Brazil,Pianco,23,0,Good,15,Good,0,GO,23,Good,50.52042038,-1.591744298,Good,Good
Malaysia,Ayer Tawar,88,2,Good,66,Moderate,1,GO,88,Moderate,222.0731454,3.861234705,Moderate,Moderate
Nigeria,Uromi,150,4,Good,,Good,3,GO,150,Unhealthy,399.4121744,5.818329034,Good,Unhealthy
Germany,Eilenburg,67,1,Good,38,Good,3,GO,67,Moderate,156.4600239,-0.303204846,Good,Moderate
Brazil,Jarinu,90,2,Good,8,Good,10,GO,90,Moderate,251.2791807,24.05207333,Good,Moderate
France,Carros,111,2,Good,19,Good,7,GO,111,Unhealthy for Sensitive Groups,288.6908317,19.61475908,Good,Unhealthy for Sensitive Groups
India,Gajraula,500,1,Good,55,Moderate,1,GO,500,Hazardous,1235.017993,6.192654155,Moderate,Hazardous
Italy,Conversano,59,1001.368367,Good,58,Moderate,0,GO,59,Moderate,166.2391439,-1.05039122,Moderate,Moderate
Somalia,Xuddur,55,0,Good,20,Good,0,,55,Moderate,141.250784,4.204506817,Good,Moderate
Czechia,Frydek Mistek,77,1,Good,46,Good,0,GO,77,Moderate,201.3077807,2.506058059,Good,Moderate
Armenia,Goris,33,1,Good,33,Good,0,GO,26,Good,71.29998226,8.150363195,Good,Good
Russian Federation,Svobodnyy,32,1,Good,29,Good,0,GO,32,Good,79.52094696,0.251604476,Good,Good
United Kingdom of Great Britain and Northern Ireland,Jarrow,34,0,Good,30,Good,1,GO,34,Good,80.38528186,0.520800747,Good,Good
Brazil,Ampere,19,1001.368367,Good,19,Good,0,GO,13,Good,28.90922684,6.4588214,Good,Good
India,Ambad,116,1,Good,32,Good,0,GO,116,Unhealthy for Sensitive Groups,290.7516865,-0.147056668,Good,Unhealthy for Sensitive Groups
India,Himatnagar,157,1,Good,37,Good,0,GO,157,Unhealthy,404.2914278,7.028658265,Good,Unhealthy
United States of America,Oneida,41,1,Good,20,Good,4,GO,41,Good,114.2102601,4.76705182,Good,Good
Italy,San Gennaro Vesuviano,45,1001.368367,Good,45,Good,2,GO,16,Good,38.74322713,11.71196719,Good,Good
Greece,Ptolemais,116,1,Good,38,Good,1,GO,116,Unhealthy for Sensitive Groups,286.7646503,0.640341408,Good,Unhealthy for Sensitive Groups
United States of America,Andover,45,1,Good,45,Good,3,GO,42,Good,126.736907,1.42617944,Good,Good
United States of America,Calabasas,78,3,Good,18,Good,24,GO,78,Moderate,199.4676633,37.16549493,Good,Moderate
Poland,Olkusz,64,1,Good,45,Good,0,GO,64,Moderate,172.9799455,-3.226293449,Good,Moderate
Russian Federation,Nesterovskaya,44,1,Good,44,Good,0,GO,36,Good,92.73057534,5.467287534,Good,Good
India,Thrissur,89,1,Good,21,Good,4,,89,Moderate,233.0710245,9.945348566,Good,Moderate
India,Beri,176,5,Good,113,Unhealthy for Sensitive Groups,9,GO,176,Unhealthy,433.6456769,8.855510146,Unhealthy for Sensitive Groups,Unhealthy
Italy,Montespertoli,78,1,Good,78,Moderate,0,,40,Good,111.2955837,2.861398739,Moderate,Moderate
Spain,La Garriga,49,1,Good,30,Good,5,GO,49,Good,132.4245126,10.40542174,Good,Good
Russian Federation,Sagopshi,44,1,Good,44,Good,1,GO,32,Good,69.8811658,-4.017067364,Good,Good
United States of America,Ontario,138,4,Good,13,Good,23,GO,138,Unhealthy for Sensitive Groups,350.162066,28.08675643,Good,Unhealthy for Sensitive Groups
Nigeria,Kumo,57,2,Good,21,Good,0,GO,57,Moderate,136.2033254,-0.360447612,Good,Moderate
Russian Federation,Vostochnyy,51,1,Good,27,Good,12,GO,51,Moderate,136.5043199,18.4133182,Good,Moderate
China,Linshui,200,5,Good,200,Unhealthy,7,GO,163,Unhealthy,420.024362,17.3986602,Unhealthy,Unhealthy
Cameroon,Foumbot,122,4,Good,12,Good,2,GO,122,Unhealthy for Sensitive Groups,317.3823723,-0.855902671,Good,Unhealthy for Sensitive Groups
United States of America,Hays,62,1,Good,37,Good,1,GO,62,Moderate,158.1512482,3.553872463,Good,Moderate
United States of America,Upland,98,3,Good,9,Good,26,GO,98,Moderate,254.3001338,51.66357494,Good,Moderate
Italy,Capaci,65,1,Good,45,Good,0,GO,65,Moderate,179.2093279,-1.368375438,Good,Moderate
Canada,Riviere Du Loup,67,1,Good,26,Good,1,GO,67,Moderate,173.608805,-4.287403801,Good,Moderate
Brazil,Araruama,34,0,Good,29,Good,0,GO,34,Good,90.83345351,5.752795594,Good,Good
China,Chihu,198,1001.368367,Good,198,Unhealthy,14,,152,Unhealthy,390.3089431,27.43470058,Unhealthy,Unhealthy
Poland,Zagan,68,1,Good,38,Good,1,,68,Moderate,163.3101909,8.776271973,Good,Moderate
Belgium,Diksmuide,40,1,Good,26,Good,2,GO,40,Good,114.0796231,5.351858053,Good,Good
Ghana,Obuasi,81,1,Good,18,Good,0,GO,81,Moderate,229.0318246,4.142273408,Good,Moderate
Russian Federation,Volgorechensk,58,1,Good,,Good,8,GO,58,Moderate,146.2925578,5.273963655,Good,Moderate
Serbia,Arandelovac,68,1,Good,40,Good,1,GO,68,Moderate,168.9333606,0.599813341,Good,Moderate
Chad,Bitkine,37,2,Good,,Good,0,GO,37,Good,101.4591422,5.957041537,Good,Good
Brazil,Jacobina,21,0,Good,14,Good,0,GO,21,Good,39.54386779,-1.872867826,Good,Good
Romania,Caransebes,71,1,Good,,Good,2,,71,Moderate,179.792135,9.909438379,Good,Moderate
United States of America,Cedar Mill,52,1001.368367,Good,8,Good,15,GO,52,Moderate,166.1768113,29.14718345,Good,Moderate
Italy,Settimo Torinese,72,2,Good,23,Good,8,GO,72,Moderate,174.2227925,20.16565643,Good,Moderate
Japan,Nishiwaki,70,2,Good,22,Good,14,GO,70,Moderate,167.0078364,32.63384482,Good,Moderate
Albania,Kruje,51,1,Good,49,Good,0,GO,51,Moderate,116.435411,-2.058361317,Good,Moderate
France,Sartrouville,50,1,Good,19,Good,4,GO,50,Good,126.7961494,11.83122522,Good,Good
India,Jalalpur,167,4,Good,75,Moderate,6,GO,167,Unhealthy,423.8316649,11.82791179,Moderate,Unhealthy
Bulgaria,Lom,71,2,Good,20,Good,5,GO,71,Moderate,185.3116514,13.76667787,Good,Moderate
Honduras,Santa Rosa De Copan,73,1,Good,,Good,3,GO,73,Moderate,184.3743294,2.367362845,Good,Moderate
United States of America,Kingsburg,39,1,Good,39,Good,3,GO,26,Good,61.96276339,10.15680151,Good,Good
Czechia,Kromeriz,72,1,Good,40,Good,1,GO,72,Moderate,180.3342593,-6.447192458,Good,Moderate
Russian Federation,Staronizhestebliyevskaya,47,1,Good,42,Good,2,GO,47,Good,117.9232301,11.18737626,Good,Good
Russian Federation,Kurganinsk,47,1,Good,41,Good,1,GO,47,Good,120.9352262,-0.466129904,Good,Good
Venezuela (Bolivarian Republic of),El Limon,118,2,Good,52,Moderate,3,,118,Unhealthy for Sensitive Groups,312.434058,1.277948911,Moderate,Unhealthy for Sensitive Groups
Guatemala,Villa Nueva,79,1001.368367,Good,8,Good,10,GO,79,Moderate,186.1798511,24.55191925,Good,Moderate
India,Raigarh,159,2,Good,63,Moderate,2,GO,159,Unhealthy,396.3839485,10.81324263,Moderate,Unhealthy
Japan,Tsukuba,70,1,Good,24,Good,15,GO,70,Moderate,180.9442722,32.92344296,Good,Moderate
United States of America,Wabash,62,2,Good,22,Good,13,GO,62,Moderate,162.0785324,23.87678393,Good,Moderate
Russian Federation,Bachi Yurt,52,1,Good,47,Good,1,GO,52,Moderate,144.3146952,-1.16488748,Good,Moderate
Thailand,Uttaradit,66,0,Good,22,Good,0,,66,Moderate,171.8847576,4.149871151,Good,Moderate
Armenia,Ijevan,36,1,Good,36,Good,0,GO,36,Good,104.1262032,3.272280723,Good,Good
Poland,Karczew,41,1,Good,41,Good,1,GO,32,Good,80.11726275,6.340597742,Good,Good
Spain,La Puebla De Cazalla,28,1,Good,,Good,2,GO,28,Good,85.55365547,-3.860431436,Good,Good
Côte d'Ivoire,Tingrela,31,1,Good,21,Good,0,GO,31,Good,85.4879778,-3.013887783,Good,Good
Libya,Gat,169,1001.368367,Good,,Good,0,,169,Unhealthy,419.4659054,-6.741491804,Good,Unhealthy
Germany,Dresden,54,1,Good,44,Good,0,GO,54,Moderate,145.4325696,-2.741947775,Good,Moderate
Zambia,Mbala,22,0,Good,15,Good,0,GO,22,Good,51.04311488,-3.111508209,Good,Good
India,Damoh,155,1,Good,42,Good,0,GO,155,Unhealthy,402.9064244,-0.376685556,Good,Unhealthy
,Teignmouth,37,1,Good,29,Good,1,,37,Good,94.16997028,9.104180293,Good,Good
United States of America,Wisconsin Rapids,53,1,Good,29,Good,0,GO,53,Moderate,129.1079033,1.572200829,Good,Moderate
Mexico,La Ceiba,108,4,Good,5,Good,10,GO,108,Unhealthy for Sensitive Groups,257.6970452,20.56124069,Good,Unhealthy for Sensitive Groups
Turkey,Bucak,56,1,Good,42,Good,0,,56,Moderate,145.3949676,7.720676414,Good,Moderate
Mexico,Tepeapulco,384,3,Good,25,Good,6,GO,384,Hazardous,976.7884344,6.511852383,Good,Hazardous
Democratic Republic of the Congo,Mweka,135,3,Good,29,Good,0,GO,135,Unhealthy for Sensitive Groups,336.5064429,7.182720382,Good,Unhealthy for Sensitive Groups
United States of America,Medford,68,3,Good,21,Good,23,GO,68,Moderate,172.6686407,52.3206435,Good,Moderate
France,Castelnau Le Lez,43,1,Good,,Good,0,GO,43,Good,122.0359495,2.681348173,Good,Good
Ukraine,Vesele,40,1,Good,40,Good,0,,27,Good,80.07923034,10.71773695,Good,Good
Italy,Grottaferrata,47,1,Good,43,Good,4,GO,47,Good,106.7513239,5.969348895,Good,Good
India,Khed,95,0,Good,22,Good,0,GO,95,Moderate,227.4685705,0.212535764,Good,Moderate
Malta,Birkirkara,45,1,Good,45,Good,0,GO,28,Good,62.46598282,-5.529669975,Good,Good
Hungary,Kalocsa,62,1001.368367,Good,62,Moderate,0,GO,53,Moderate,142.2458382,0.675388759,Moderate,Moderate
Russian Federation,Gatchina,25,1,Good,25,Good,5,GO,19,Good,28.08471429,6.152579833,Good,Good
United States of America,Hilton Head Island,97,2,Good,97,Moderate,2,GO,41,Good,96.41825304,9.11688895,Moderate,Moderate
United States of America,Merced,43,1,Good,,Good,5,GO,43,Good,101.7148726,17.34522856,Good,Good
Denmark,Arhus,33,1,Good,33,Good,1,GO,26,Good,59.29333594,-0.295040582,Good,Good
India,Ambahta,158,3,Good,134,Unhealthy for Sensitive Groups,1,GO,158,Unhealthy,408.4880546,8.241356058,Unhealthy for Sensitive Groups,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Preston,65,0,Good,32,Good,1,GO,65,Moderate,174.9107378,-1.815739451,Good,Moderate
Denmark,Birkerod,36,1001.368367,Good,,Good,1,GO,26,Good,65.47909667,-0.838175754,Good,Good
Mexico,Tepalcingo,68,1,Good,32,Good,1,GO,68,Moderate,175.8127717,5.093690974,Good,Moderate
Colombia,San Juan De Uraba,28,1001.368367,Good,21,Good,0,GO,28,Good,87.29990368,2.77390602,Good,Good
Netherlands,Ijsselstein,34,0,Good,34,Good,1,GO,26,Good,66.79375524,4.569629063,Good,Good
Russian Federation,Staryye Atagi,53,1,Good,38,Good,2,GO,53,Moderate,147.7540657,8.325221978,Good,Moderate
Cuba,Varadero,37,0,Good,37,Good,0,GO,25,Good,44.94208669,-3.073054134,Good,Good
Russian Federation,Goryachevodskiy,48,1,Good,39,Good,1,GO,48,Good,152.2016917,5.295754865,Good,Good
Germany,Schonaich,63,1,Good,55,Moderate,0,GO,63,Moderate,160.5421473,-3.270748782,Moderate,Moderate
,Puerto Cortes,58,1,Good,18,Good,0,GO,58,Moderate,135.9523478,-2.770314611,Good,Moderate
Czechia,Jihlava,30,1,Good,,Good,1,GO,29,Good,73.24182002,-10.56356108,Good,Good
Turkey,Malkara,46,1,Good,46,Good,0,GO,39,Good,105.0797598,0.090218562,Good,Good
United States of America,Cupertino,51,1,Good,27,Good,10,,51,Moderate,135.2451399,13.30653381,Good,Moderate
Germany,Juchen,34,1,Good,23,Good,3,GO,34,Good,92.11017467,8.755921025,Good,Good
United States of America,Augusta,34,1,Good,18,Good,3,GO,34,Good,94.64795269,6.273525054,Good,Good
Colombia,San Onofre,56,2,Good,10,Good,4,GO,56,Moderate,152.6339308,7.682140324,Good,Moderate
Brazil,Ipu,46,1001.368367,Good,,Good,2,GO,46,Good,111.8947137,4.86768299,Good,Good
Venezuela (Bolivarian Republic of),Nirgua,79,2,Good,10,Good,7,GO,79,Moderate,196.1954155,15.62246021,Good,Moderate
Brazil,Tres Lagoas,51,1,Good,29,Good,0,GO,51,Moderate,126.05797,-1.319597,Good,Moderate
